"order_","line_item_amount","nama_staff","start_date","position"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,90000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,19200,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,60000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,54000,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Dwiki Azhar","11/11/2013","Store Manager"
1,30000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,60000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Dwiki Azhar","11/11/2013","Store Manager"
1,42000,"Dwiki Azhar","11/11/2013","Store Manager"
1,90000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,39000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,24000,"Dwiki Azhar","11/11/2013","Store Manager"
1,114000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,30000,"Dwiki Azhar","11/11/2013","Store Manager"
1,42000,"Dwiki Azhar","11/11/2013","Store Manager"
1,48000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,28800,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,61199.99999999999,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,96000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,54000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
7,76800,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Dwiki Azhar","11/11/2013","Store Manager"
1,28800,"Dwiki Azhar","11/11/2013","Store Manager"
1,54000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Dwiki Azhar","11/11/2013","Store Manager"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,90000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Dwiki Azhar","11/11/2013","Store Manager"
1,37200,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,45000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,39000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,90000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,61199.99999999999,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,74400,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,48000,"Denya Octarina","5/17/2014","Coffee Wrangler"
7,111000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,48000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,39000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,84000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,42000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,51000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,19200,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
7,237000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,52800.00000000001,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,39000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,54000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,74400,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Dwiki Azhar","11/11/2013","Store Manager"
1,30000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,26400.000000000004,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,39000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,26400.000000000004,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Dwiki Azhar","11/11/2013","Store Manager"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,48000,"Dwiki Azhar","11/11/2013","Store Manager"
1,42000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,42000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,48000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Dwiki Azhar","11/11/2013","Store Manager"
1,24000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,19200,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
7,111000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,30000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,90000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,90000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,19200,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
7,540000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,84000,"Dwiki Azhar","11/11/2013","Store Manager"
1,42000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,30000,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Dwiki Azhar","11/11/2013","Store Manager"
1,37200,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,84000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,45000,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,45000,"Dwiki Azhar","11/11/2013","Store Manager"
1,108000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,60000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,84000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,108000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,96000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,84000,"Dwiki Azhar","11/11/2013","Store Manager"
1,29400.000000000004,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,57000,"Dwiki Azhar","11/11/2013","Store Manager"
1,54000,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Dwiki Azhar","11/11/2013","Store Manager"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,90000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,9600,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,90000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,54000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,102000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,9600,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,42000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,96000,"Dwiki Azhar","11/11/2013","Store Manager"
1,39000,"Dwiki Azhar","11/11/2013","Store Manager"
1,30000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,26400.000000000004,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,48000,"Dwiki Azhar","11/11/2013","Store Manager"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,9600,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,52800.00000000001,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,48000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,37200,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,57000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,45000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,74400,"Dwiki Azhar","11/11/2013","Store Manager"
1,42000,"Dwiki Azhar","11/11/2013","Store Manager"
1,51000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,19200,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,51000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,9600,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,48000,"Dwiki Azhar","11/11/2013","Store Manager"
1,29400.000000000004,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,37200,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Dwiki Azhar","11/11/2013","Store Manager"
1,26400.000000000004,"Dwiki Azhar","11/11/2013","Store Manager"
1,42000,"Dwiki Azhar","11/11/2013","Store Manager"
1,60000,"Dwiki Azhar","11/11/2013","Store Manager"
1,48000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,39000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Dwiki Azhar","11/11/2013","Store Manager"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,42000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,84000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,45000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,39000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,36000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,42000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Dwiki Azhar","11/11/2013","Store Manager"
1,52800.00000000001,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,28800,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,45000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,72000,"Dwiki Azhar","11/11/2013","Store Manager"
1,52800.00000000001,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,45000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,84000,"Dwiki Azhar","11/11/2013","Store Manager"
1,51000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,19200,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,60000,"Adam Priyohadi","3/25/2006","Coffee Wrangler"
1,30000,"Dwiki Azhar","11/11/2013","Store Manager"
1,24000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,108000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,39000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,42000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,60000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,39000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,24000,"Dwiki Azhar","11/11/2013","Store Manager"
1,72000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,39000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,36000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,74400,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,54000,"Denya Octarina","5/17/2014","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,84000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,42000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,60000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,48000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,39000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,74400,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,42000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,19200,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,39000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
7,177000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,54000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,9600,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30599.999999999996,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,90000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,114000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,52800.00000000001,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,39000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,39000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,52800.00000000001,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
7,107399.99999999999,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,51000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,19200,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,60000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,42000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,74400,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,84000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,42000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
7,540000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,61199.99999999999,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
7,120000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,96000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,60000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,114000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,61199.99999999999,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
7,270000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,26400.000000000004,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,72000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,84000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,42000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,30000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,51000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,28800,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,72000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,24000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,28800,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,58800.00000000001,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,26400.000000000004,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,84000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,60000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
7,252000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,42000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,24000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,9600,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,84000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,39000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,90000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,42000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,90000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,39000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,26400.000000000004,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,42000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,84000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,9600,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,39000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,42000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,72000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,39000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,39000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,58800.00000000001,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,60000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,39000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,60000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,52800.00000000001,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,36000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,30000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,48000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,51000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,9600,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,90000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,9600,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,74400,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,42000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
7,131400,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,102000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,19200,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
7,252000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,52800.00000000001,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,61199.99999999999,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,54000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,29400.000000000004,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,39000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,30000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,48000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,42000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,51000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,9600,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,29400.000000000004,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,84000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,36000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,51000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,28800,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,72000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,19200,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
1,60000,"Vinny Oktaviaman","7/31/2003","Coffee Wrangler"
1,45000,"Diajeng Saraswati","7/26/2016","Coffee Wrangler"
